tempreature,humidity,water_level,Water_pump_actuator_ON
34,67,0,1
34,70,0,1
34,67,86,0
34,67,0,1
34,69,0,1
34,68,0,1
34,70,0,1
34,67,0,1
34,68,0,1
34,67,0,1
34,62,100,0
34,59,100,0
34,63,100,0
34,64,100,0
34,63,100,0
34,62,100,0
34,63,100,0
34,62,100,0
34,0,100,0
34,0,100,0
34,1,100,0
34,2,100,0
34,0,100,0
34,3,100,0
34,2,100,0
34,1,100,0
34,0,100,0
34,2,100,0
34,3,100,0
34,1,100,0
34,0,100,0
34,2,100,0
34,1,100,0
34,4,100,0
34,0,100,0
34,3,100,0
34,2,100,0
34,4,100,0
34,5,100,0
34,1,100,0
34,4,100,0
34,0,100,0
34,2,100,0
34,1,100,0
34,3,100,0
34,0,100,0
34,2,100,0
34,6,100,0
34,4,100,0
34,1,100,0
34,1,100,0
34,4,100,0
34,0,100,0
34,2,100,0
34,69,100,0
34,71,100,0
34,72,100,0
34,72,100,0
34,73,100,0
34,70,100,0
34,70,100,0
34,71,100,0
34,55,100,0
34,54,100,0
34,68,100,0
34,69,100,0
34,68,100,0
34,61,100,0
34,60,100,0
34,58,100,0
34,59,100,0
34,61,100,0
34,58,100,0
34,61,100,0
34,60,100,0
34,61,100,0
34,59,100,0
34,61,100,0
34,60,100,0
34,61,100,0
34,60,100,0
34,59,100,0
34,58,100,0
34,60,100,0
34,60,100,0
34,60,100,0
34,60,100,0
34,61,100,0
34,58,100,0
34,61,100,0
34,59,100,0
34,59,100,0
34,58,100,0
34,59,100,0
34,61,100,0
34,60,100,0
34,64,100,0
34,58,100,0
34,62,100,0
34,59,100,0
34,61,100,0
34,60,100,0
34,61,100,0
34,60,100,0
34,60,100,0
34,60,100,0
34,61,100,0
34,60,100,0
34,61,100,0
34,60,100,0
34,58,100,0
34,61,100,0
34,61,100,0
34,59,100,0
34,59,100,0
34,61,100,0
34,60,100,0
34,60,100,0
34,60,100,0
34,59,100,0
34,59,100,0
34,58,100,0
34,58,100,0
34,60,100,0
34,59,100,0
34,60,100,0
34,60,100,0
34,61,100,0
34,60,100,0
34,59,100,0
34,63,100,0
34,62,100,0
34,59,100,0
34,61,100,0
34,61,100,0
34,59,100,0
34,63,100,0
34,60,100,0
34,61,100,0
34,59,100,0
34,59,100,0
34,61,100,0
34,62,100,0
34,60,100,0
34,61,100,0
34,59,100,0
34,60,100,0
34,62,100,0
34,61,100,0
34,0,0,1
34,0,20,1
34,0,0,1
34,0,0,1
33,59,100,0
33,60,100,0
33,59,100,0
33,62,100,0
33,63,100,0
33,62,100,0
33,56,88,0
33,58,88,0
33,60,88,0
33,60,88,0
33,60,88,0
33,60,88,0
33,60,88,0
33,60,88,0
33,60,88,0
33,62,88,0
33,62,88,0
33,64,88,0
33,73,84,0
33,75,84,0
33,74,84,0
33,64,64,1
33,64,64,1
33,64,64,0
33,79,100,0
33,54,100,0
33,55,100,0
33,55,100,0
33,55,100,0
33,55,100,0
33,53,100,0
33,54,100,0
33,54,100,0
33,54,100,0
33,51,100,0
33,69,100,0
33,68,100,0
33,68,100,0
33,68,100,0
33,68,100,0
33,69,100,0
33,68,100,0
33,69,100,0
33,70,100,0
33,69,100,0
33,69,100,0
33,67,100,0
33,66,100,0
33,69,100,0
33,69,100,0
33,69,100,0
33,67,100,0
33,67,100,0
33,67,100,0
33,67,100,0
33,67,100,0
33,67,100,0
33,70,96,0
33,71,95,0
33,71,97,0
33,71,88,0
33,71,89,0
33,71,100,0
33,71,88,0
33,72,92,0
33,72,96,0
33,69,85,0
33,71,82,0
33,71,91,0
33,70,100,0
33,69,86,0
33,72,100,0
33,73,100,0
33,72,100,0
33,72,100,0
33,72,64,1
33,46,0,1
33,49,81,0
33,50,0,1
33,48,0,1
33,49,0,1
33,47,0,1
33,47,0,1
33,48,0,1
33,49,0,1
33,47,0,1
33,49,0,1
33,47,100,0
33,49,0,1
33,46,0,1
33,47,0,1
33,48,0,1
33,46,0,1
33,47,0,1
33,50,0,1
33,47,0,1
33,49,53,1
33,51,5,1
33,50,0,1
33,49,5,1
33,57,79,0
33,62,0,1
33,61,0,1
33,69,0,1
33,71,0,1
33,70,0,1
33,71,6,1
33,70,6,1
33,69,0,1
33,70,0,1
33,71,0,1
33,69,0,1
33,67,0,1
33,67,0,1
33,67,0,1
33,68,0,1
33,69,0,1
33,66,0,1
33,68,0,1
33,69,0,1
33,70,0,1
33,67,0,1
33,69,0,1
33,69,0,1
33,66,0,1
33,67,0,1
33,68,0,1
33,70,0,1
33,69,0,1
33,68,0,1
33,70,0,1
33,67,0,1
33,67,0,1
33,69,0,1
33,68,0,1
33,69,84,0
33,69,0,1
33,68,0,1
33,70,0,1
33,67,7,1
33,62,100,0
33,63,100,0
33,62,100,0
33,61,100,0
33,65,100,0
33,66,100,0
33,64,100,0
33,60,100,0
33,63,100,0
33,61,100,0
33,59,100,0
33,62,100,0
33,62,100,0
33,60,100,0
33,67,100,0
33,67,100,0
33,68,100,0
33,68,100,0
33,67,100,0
33,67,100,0
33,25,100,0
33,21,100,0
33,5,100,0
33,9,100,0
33,7,100,0
33,4,100,0
33,6,100,0
33,3,100,0
33,7,100,0
33,5,100,0
33,8,100,0
33,4,100,0
33,2,100,0
33,3,100,0
33,7,100,0
33,6,100,0
33,4,100,0
33,2,100,0
33,8,100,0
33,7,100,0
33,3,100,0
33,6,100,0
33,3,100,0
33,6,100,0
33,4,100,0
33,1,100,0
33,5,100,0
33,0,100,0
33,2,100,0
33,4,100,0
33,0,100,0
33,1,100,0
33,1,100,0
33,2,100,0
33,4,100,0
33,0,100,0
33,0,100,0
33,2,100,0
33,3,100,0
33,4,100,0
33,3,100,0
33,2,100,0
33,6,100,0
33,5,100,0
33,6,100,0
33,2,100,0
33,4,100,0
33,3,100,0
33,7,100,0
33,6,100,0
33,5,100,0
33,4,100,0
33,7,100,0
33,7,100,0
33,4,100,0
33,8,100,0
33,6,100,0
33,9,100,0
33,5,100,0
33,3,100,0
33,4,100,0
33,6,100,0
33,1,100,0
33,3,100,0
33,2,100,0
33,5,100,0
33,6,100,0
33,4,100,0
33,1,100,0
33,3,100,0
33,2,100,0
33,2,100,0
33,0,100,0
33,1,100,0
33,3,100,0
33,3,100,0
33,1,100,0
33,2,100,0
33,5,100,0
33,0,100,0
33,3,100,0
33,2,100,0
33,0,100,0
33,1,100,0
33,5,100,0
33,0,100,0
33,3,100,0
33,2,100,0
33,0,100,0
33,2,100,0
33,1,100,0
33,0,100,0
33,3,100,0
33,73,100,0
33,72,100,0
33,68,100,0
33,65,100,0
33,64,100,0
33,68,100,0
33,58,100,0
33,58,100,0
33,58,100,0
33,59,100,0
33,58,100,0
33,58,100,0
33,67,100,0
33,70,100,0
33,64,100,0
33,61,100,0
33,60,100,0
33,60,100,0
33,57,100,0
33,59,100,0
33,58,100,0
33,57,100,0
33,60,100,0
33,59,100,0
33,61,100,0
33,62,100,0
33,60,100,0
33,58,100,0
33,58,100,0
33,53,100,0
33,56,100,0
33,55,100,0
33,54,100,0
33,58,100,0
33,61,100,0
33,61,100,0
33,56,100,0
33,62,100,0
33,60,100,0
33,60,100,0
33,59,100,0
33,58,100,0
33,58,100,0
33,59,100,0
33,58,100,0
33,59,100,0
33,58,100,0
33,59,100,0
33,62,100,0
33,61,100,0
33,60,100,0
33,59,100,0
33,60,100,0
33,61,100,0
33,60,100,0
33,61,100,0
33,59,100,0
33,61,100,0
33,61,100,0
33,61,100,0
33,60,100,0
33,60,100,0
33,58,100,0
33,59,100,0
33,58,100,0
33,59,100,0
33,59,100,0
33,61,100,0
33,59,100,0
33,59,100,0
33,60,100,0
33,59,100,0
33,60,100,0
33,60,100,0
33,59,100,0
33,60,100,0
33,61,100,0
33,59,100,0
33,60,100,0
33,60,100,0
33,60,100,0
33,61,100,0
33,60,100,0
33,62,100,0
33,62,100,0
33,61,100,0
33,61,100,0
33,61,100,0
33,59,100,0
33,59,100,0
33,62,100,0
33,62,100,0
33,58,100,0
33,60,100,0
33,60,100,0
33,60,100,0
33,59,100,0
33,60,100,0
33,59,100,0
33,60,100,0
33,59,100,0
33,61,100,0
33,62,100,0
33,61,100,0
33,60,100,0
33,60,100,0
33,62,100,0
33,63,100,0
33,61,100,0
33,0,0,1
33,0,0,1
33,0,0,1
33,0,0,1
33,0,0,1
32,61,100,0
32,61,100,0
32,60,100,0
32,59,100,0
32,60,100,0
32,60,100,0
32,60,100,0
32,60,100,0
32,59,100,0
32,60,100,0
32,60,100,0
32,61,100,0
32,63,100,0
32,62,100,0
32,62,100,0
32,63,100,0
32,62,100,0
32,62,100,0
32,58,88,0
32,60,88,0
32,60,88,0
32,60,88,0
32,60,88,0
32,12,88,0
32,60,88,0
32,62,88,0
32,62,88,0
32,65,88,0
32,74,84,0
32,74,84,0
32,65,64,1
32,65,64,0
32,65,64,1
32,65,64,1
32,65,64,0
32,65,64,0
32,64,64,0
32,65,64,1
32,65,64,0
32,7,100,0
32,12,100,0
32,17,100,0
32,16,100,0
32,11,100,0
32,12,100,0
32,5,100,0
32,16,100,0
32,6,100,0
32,2,100,0
32,11,100,0
32,19,100,0
32,14,100,0
32,6,100,0
32,1,100,0
32,8,100,0
32,2,100,0
32,3,100,0
32,17,100,0
32,6,100,0
32,2,100,0
32,12,100,0
32,10,100,0
32,0,100,0
32,0,100,0
32,55,100,0
32,54,100,0
32,54,100,0
32,55,100,0
32,52,100,0
32,51,100,0
32,51,100,0
32,70,100,0
32,68,100,0
32,67,100,0
32,68,100,0
32,68,100,0
32,69,100,0
32,70,100,0
32,67,100,0
32,68,100,0
32,68,100,0
32,69,100,0
32,66,100,0
32,68,100,0
32,67,100,0
32,67,100,0
32,67,100,0
32,74,100,0
32,72,100,0
32,75,100,0
32,73,100,0
32,73,100,0
32,73,100,0
32,74,100,0
32,73,100,0
32,72,100,0
32,71,100,0
32,70,100,0
32,72,100,0
32,70,100,0
32,67,100,0
32,65,100,0
32,66,100,0
32,100,100,0
32,100,100,0
32,100,100,0
32,100,100,0
32,100,100,0
32,99,100,0
32,99,100,0
32,100,100,0
32,100,100,0
32,100,100,0
32,100,100,0
32,100,100,0
32,100,100,0
32,72,92,0
32,70,100,0
32,72,79,0
32,71,86,0
32,72,100,0
32,70,74,0
32,69,61,1
32,70,72,0
32,71,59,1
32,70,76,0
32,69,82,0
32,70,56,1
32,72,76,0
32,69,77,0
32,71,76,0
32,69,50,1
32,70,49,1
32,70,94,0
32,71,100,0
32,70,90,0
32,71,100,0
32,70,100,0
32,55,0,1
32,58,0,1
32,57,8,1
32,56,0,1
32,57,0,1
32,58,0,1
32,59,0,1
32,56,0,1
32,57,0,1
32,57,93,0
32,56,0,1
32,58,0,1
32,57,0,1
32,56,5,1
32,60,0,1
32,55,0,1
32,58,0,1
32,57,0,1
32,55,0,1
32,56,0,1
32,53,0,1
32,56,0,1
32,54,0,1
32,53,0,1
32,54,0,1
32,55,0,1
32,56,0,1
32,55,0,1
32,54,0,1
32,51,0,1
32,53,0,1
32,52,0,1
32,56,0,1
32,55,0,1
32,54,0,1
32,53,0,1
32,53,0,1
32,55,0,1
32,54,0,1
32,56,0,1
32,52,0,1
32,56,0,1
32,53,0,1
32,57,0,1
32,55,0,1
32,54,0,1
32,56,0,1
32,54,0,1
32,52,0,1
32,53,0,1
32,55,0,1
32,56,0,1
32,53,0,1
32,55,0,1
32,54,0,1
32,55,0,1
32,56,0,1
32,54,0,1
32,57,0,1
32,57,1,1
32,56,0,1
32,53,0,1
32,55,0,1
32,55,75,0
32,56,0,1
32,55,0,1
32,56,0,1
32,53,0,1
32,54,0,1
32,54,0,1
32,53,0,1
32,56,0,1
32,56,0,1
32,54,0,1
32,54,1,1
32,56,0,1
32,54,0,1
32,55,69,1
32,55,0,1
32,54,0,1
32,57,0,1
32,54,0,1
32,57,0,1
32,56,0,1
32,59,0,1
32,60,0,1
32,62,0,1
32,57,0,1
32,54,0,1
32,55,0,1
32,55,0,1
32,56,0,1
32,55,6,1
32,55,0,1
32,57,0,1
32,53,0,1
32,54,0,1
32,55,0,1
32,56,0,1
32,56,0,1
32,55,0,1
32,54,0,1
32,57,0,1
32,54,0,1
32,57,0,1
32,56,0,1
32,55,0,1
32,57,0,1
32,56,0,1
32,55,0,1
32,56,0,1
32,55,0,1
32,55,1,1
32,56,76,0
32,58,0,1
32,55,0,1
32,53,0,1
32,50,0,1
32,49,0,1
32,51,0,1
32,48,0,1
32,52,0,1
32,51,0,1
32,53,0,1
32,51,0,1
32,53,0,1
32,52,0,1
32,50,0,1
32,50,0,1
32,51,0,1
32,52,0,1
32,53,0,1
32,53,75,0
32,50,0,1
32,52,0,1
32,51,2,1
32,51,0,1
32,52,0,1
32,53,0,1
32,51,0,1
32,54,0,1
32,51,0,1
32,52,0,1
32,51,1,1
32,53,0,1
32,50,0,1
32,53,0,1
32,51,0,1
32,52,0,1
32,53,0,1
32,50,0,1
32,51,0,1
32,52,0,1
32,51,0,1
32,52,0,1
32,53,0,1
32,52,0,1
32,50,0,1
32,51,0,1
32,51,0,1
32,53,0,1
32,49,0,1
32,53,0,1
32,52,0,1
32,51,0,1
32,52,0,1
32,53,69,1
32,52,0,1
32,51,0,1
32,53,0,1
32,51,0,1
32,50,4,1
32,53,0,1
32,53,0,1
32,52,0,1
32,51,8,1
32,53,75,0
32,54,0,1
32,52,0,1
32,53,0,1
32,53,7,1
32,54,0,1
32,52,0,1
32,53,0,1
32,53,3,1
32,55,0,1
32,53,0,1
32,54,0,1
32,55,0,1
32,55,0,1
32,53,0,1
32,53,0,1
32,56,0,1
32,54,0,1
32,55,0,1
32,53,0,1
32,54,0,1
32,52,0,1
32,53,0,1
32,55,0,1
32,55,0,1
32,57,0,1
32,53,0,1
32,56,0,1
32,52,0,1
32,53,0,1
32,52,0,1
32,54,0,1
32,52,0,1
32,51,100,0
32,53,0,1
32,54,0,1
32,53,0,1
32,53,0,1
32,54,64,1
32,53,0,1
32,53,0,1
32,52,0,1
32,50,84,0
32,49,0,1
32,47,0,1
32,48,0,1
32,46,0,1
32,49,0,1
32,48,0,1
32,45,0,1
32,46,0,1
32,47,89,0
32,46,0,1
32,45,0,1
32,46,6,1
32,46,0,1
32,48,0,1
32,47,73,0
32,47,0,1
32,46,0,1
32,48,0,1
32,49,0,1
32,46,0,1
32,49,0,1
32,50,0,1
32,48,0,1
32,47,0,1
32,45,0,1
32,49,0,1
32,46,0,1
32,48,0,1
32,48,2,1
32,49,0,1
32,68,0,1
32,69,0,1
32,67,0,1
32,66,0,1
32,68,0,1
32,67,0,1
32,69,0,1
32,70,0,1
32,67,0,1
32,69,0,1
32,68,0,1
32,69,0,1
32,69,89,0
32,43,0,1
32,44,0,1
32,42,0,1
32,41,0,1
32,41,0,1
32,40,0,1
32,43,0,1
32,41,0,1
32,42,0,1
32,44,0,1
32,43,0,1
32,43,0,1
32,40,0,1
32,41,0,1
32,42,0,1
32,41,0,1
32,41,8,1
32,65,100,0
32,60,100,0
32,59,100,0
32,60,100,0
32,63,100,0
32,62,100,0
32,60,100,0
32,62,100,0
32,62,100,0
32,60,100,0
32,62,100,0
32,59,100,0
32,61,100,0
32,60,100,0
32,64,100,0
32,63,100,0
32,61,100,0
32,64,100,0
32,63,100,0
32,65,100,0
32,62,100,0
32,63,100,0
32,63,100,0
32,60,100,0
32,66,100,0
32,66,100,0
32,68,100,0
32,15,100,0
32,8,100,0
32,8,100,0
32,7,100,0
32,9,100,0
32,8,100,0
32,7,100,0
32,5,100,0
32,6,100,0
32,9,100,0
32,8,100,0
32,9,100,0
32,8,100,0
32,5,100,0
32,7,100,0
32,4,100,0
32,8,100,0
32,0,100,0
32,2,100,0
32,1,100,0
32,0,100,0
32,1,100,0
32,2,100,0
32,0,100,0
32,2,100,0
32,1,100,0
32,0,100,0
32,1,100,0
32,0,100,0
32,0,100,0
32,1,100,0
32,0,100,0
32,0,100,0
32,71,100,0
32,70,100,0
32,71,100,0
32,68,100,0
32,69,100,0
32,67,100,0
32,65,100,0
32,65,100,0
32,67,100,0
32,67,100,0
32,66,100,0
32,65,100,0
32,63,100,0
32,67,100,0
32,67,100,0
32,65,100,0
32,65,100,0
32,64,100,0
32,65,100,0
32,67,100,0
32,57,100,0
32,54,100,0
32,66,100,0
32,66,100,0
32,57,100,0
32,61,100,0
32,59,100,0
32,61,100,0
32,61,100,0
32,56,100,0
32,60,100,0
32,59,100,0
32,58,100,0
32,57,100,0
32,57,100,0
32,59,100,0
32,58,100,0
32,59,100,0
32,65,100,0
32,59,100,0
32,59,100,0
32,55,100,0
32,54,100,0
32,56,100,0
32,53,100,0
32,53,100,0
32,58,100,0
32,62,100,0
32,60,100,0
32,61,100,0
32,59,100,0
32,59,100,0
32,60,100,0
32,60,100,0
32,61,100,0
32,62,100,0
32,58,100,0
32,61,100,0
32,59,100,0
32,61,100,0
32,59,100,0
32,60,100,0
32,60,100,0
32,61,100,0
32,60,100,0
32,60,100,0
32,63,100,0
32,61,100,0
32,59,100,0
32,62,100,0
32,60,100,0
32,60,100,0
32,61,100,0
32,61,100,0
32,62,100,0
32,59,100,0
32,60,100,0
32,61,100,0
32,57,100,0
32,63,100,0
32,60,100,0
32,62,100,0
32,61,100,0
32,59,100,0
32,58,100,0
32,61,100,0
32,61,100,0
32,62,100,0
32,61,100,0
32,61,100,0
32,60,100,0
32,59,100,0
32,60,100,0
32,61,100,0
32,60,100,0
32,61,100,0
32,61,100,0
32,61,100,0
32,59,100,0
32,59,100,0
32,60,100,0
32,60,100,0
32,59,100,0
32,59,100,0
32,58,100,0
32,59,100,0
32,60,100,0
32,60,100,0
32,60,100,0
32,59,100,0
32,59,100,0
32,61,100,0
32,59,100,0
32,61,100,0
32,59,100,0
32,59,100,0
32,58,100,0
32,61,100,0
32,60,100,0
32,59,100,0
32,59,100,0
32,59,100,0
32,60,100,0
32,59,100,0
32,59,100,0
32,59,100,0
32,60,100,0
32,60,100,0
32,60,100,0
32,61,100,0
32,59,100,0
32,58,100,0
32,61,100,0
32,61,100,0
32,64,100,0
32,59,100,0
32,59,100,0
32,60,100,0
32,61,100,0
32,62,100,0
32,59,100,0
32,60,100,0
32,60,100,0
32,59,100,0
32,61,100,0
32,60,100,0
32,61,100,0
32,61,100,0
32,61,100,0
32,60,100,0
32,61,100,0
32,60,100,0
32,59,100,0
32,59,100,0
32,60,100,0
32,62,100,0
32,60,100,0
32,62,100,0
32,62,100,0
32,61,100,0
32,60,100,0
32,61,100,0
32,61,100,0
32,60,100,0
32,60,100,0
32,56,100,0
32,57,100,0
32,0,0,1
32,0,0,1
32,0,0,1
32,0,0,1
32,0,0,1
32,0,0,1
32,0,0,1
31,61,100,0
31,61,100,0
31,59,100,0
31,60,100,0
31,61,100,0
31,63,100,0
31,64,100,0
31,63,100,0
31,63,100,0
31,63,100,0
31,61,95,0
31,60,95,0
31,61,95,0
31,61,95,0
31,61,95,0
31,61,95,0
31,78,88,0
31,79,88,0
31,60,88,0
31,60,88,0
31,62,88,0
31,64,64,0
31,53,43,1
31,71,100,0
31,73,100,0
31,74,100,0
31,18,100,0
31,26,100,0
31,8,100,0
31,11,100,0
31,10,100,0
31,13,100,0
31,12,100,0
31,15,100,0
31,11,100,0
31,12,100,0
31,15,100,0
31,18,100,0
31,10,100,0
31,5,100,0
31,11,100,0
31,8,100,0
31,5,100,0
31,12,100,0
31,11,100,0
31,8,100,0
31,6,100,0
31,13,100,0
31,9,100,0
31,0,100,0
31,0,100,0
31,0,100,0
31,0,100,0
31,0,100,0
31,0,100,0
31,0,100,0
31,0,100,0
31,83,100,0
31,56,100,0
31,54,100,0
31,53,100,0
31,53,100,0
31,53,100,0
31,54,100,0
31,56,100,0
31,56,100,0
31,54,100,0
31,54,100,0
31,54,100,0
31,54,100,0
31,70,100,0
31,70,100,0
31,70,100,0
31,68,100,0
31,67,100,0
31,70,100,0
31,69,100,0
31,70,100,0
31,68,100,0
31,0,100,0
31,1,100,0
31,1,100,0
31,2,100,0
31,0,100,0
31,2,100,0
31,1,100,0
31,1,100,0
31,0,100,0
31,2,100,0
31,1,100,0
31,73,100,0
31,74,100,0
31,73,100,0
31,72,100,0
31,73,100,0
31,73,100,0
31,65,100,0
31,69,100,0
31,67,100,0
31,67,100,0
31,68,100,0
31,66,100,0
31,67,100,0
31,65,100,0
31,67,100,0
31,65,100,0
31,67,100,0
31,68,100,0
31,65,100,0
31,67,100,0
31,66,100,0
31,65,100,0
31,67,100,0
31,100,100,0
31,99,100,0
31,100,100,0
31,98,100,0
31,100,100,0
31,98,100,0
31,100,100,0
31,100,100,0
31,100,100,0
31,100,100,0
31,100,100,0
31,100,100,0
31,100,100,0
31,100,100,0
31,100,100,0
31,97,100,0
31,100,100,0
31,100,100,0
31,100,100,0
31,96,100,0
31,100,100,0
31,100,100,0
31,100,100,0
31,100,100,0
31,100,100,0
31,100,100,0
31,100,100,0
31,100,100,0
31,100,100,0
31,100,100,0
31,100,100,0
31,100,100,0
31,100,100,0
31,100,100,0
31,100,100,0
31,100,100,0
31,100,100,0
31,100,100,0
31,100,100,0
31,100,100,0
31,100,100,0
31,100,100,0
31,52,100,0
31,66,81,0
31,66,91,0
31,60,100,0
31,70,82,0
31,71,98,0
31,69,88,0
31,70,72,0
31,73,81,0
31,69,78,0
31,70,59,1
31,69,57,1
31,71,68,1
31,71,66,1
31,71,57,1
31,71,100,0
31,70,96,0
31,69,100,0
31,71,94,0
31,69,99,0
31,71,90,0
31,70,100,0
31,70,100,0
31,70,99,0
31,71,99,0
31,71,90,0
31,72,96,0
31,71,92,0
31,67,100,0
31,67,100,0
31,67,100,0
31,67,100,0
31,67,100,0
31,67,100,0
31,67,100,0
31,68,100,0
31,5,100,0
31,6,100,0
31,8,100,0
31,7,100,0
31,3,100,0
31,2,100,0
31,4,100,0
31,5,100,0
31,2,100,0
31,3,100,0
31,5,95,0
31,7,100,0
31,7,100,0
31,2,100,0
31,6,100,0
31,3,100,0
31,8,100,0
31,4,100,0
31,7,100,0
31,6,87,0
31,6,100,0
31,3,100,0
31,9,100,0
31,3,100,0
31,5,100,0
31,7,100,0
31,5,89,0
31,2,89,0
31,4,100,0
31,6,100,0
31,1,100,0
31,1,100,0
31,3,100,0
31,5,100,0
31,1,100,0
31,3,100,0
31,5,100,0
31,7,100,0
31,6,100,0
31,2,100,0
31,8,100,0
31,6,100,0
31,2,100,0
31,1,100,0
31,3,87,0
31,5,72,0
31,3,77,0
31,3,77,0
31,3,100,0
31,1,100,0
31,3,78,0
31,4,100,0
31,4,93,0
31,1,100,0
31,6,100,0
31,4,100,0
31,5,100,0
31,3,100,0
31,57,0,1
31,56,0,1
31,59,100,0
31,55,0,1
31,56,0,1
31,57,0,1
31,57,0,1
31,58,0,1
31,56,100,0
31,59,100,0
31,58,0,1
31,56,0,1
31,57,92,0
31,58,0,1
31,56,0,1
31,58,0,1
31,56,0,1
31,55,0,1
31,57,0,1
31,59,0,1
31,57,0,1
31,56,0,1
31,55,0,1
31,58,0,1
31,58,0,1
31,56,0,1
31,55,0,1
31,56,6,1
31,57,1,1
31,57,0,1
31,55,0,1
31,56,0,1
31,57,0,1
31,55,0,1
31,53,0,1
31,54,0,1
31,56,0,1
31,55,0,1
31,69,0,1
31,68,0,1
31,66,3,1
31,67,0,1
31,70,0,1
31,68,0,1
31,66,0,1
31,69,0,1
31,68,0,1
31,41,59,1
31,43,76,0
31,43,0,1
31,43,0,1
31,41,0,1
31,42,0,1
31,42,75,0
31,42,0,1
31,41,0,1
31,42,0,1
31,43,0,1
31,44,0,1
31,43,0,1
31,41,0,1
31,40,0,1
31,41,0,1
31,42,0,1
31,43,0,1
31,44,81,0
31,43,0,1
31,44,0,1
31,44,0,1
31,41,0,1
31,43,0,1
31,42,0,1
31,41,0,1
31,44,0,1
31,42,68,1
31,43,0,1
31,41,0,1
31,42,0,1
31,44,0,1
31,43,0,1
31,42,0,1
31,41,0,1
31,43,0,1
31,42,0,1
31,41,0,1
31,41,0,1
31,43,0,1
31,42,70,0
31,44,0,1
31,44,0,1
31,41,0,1
31,42,0,1
31,43,0,1
